	labels	reviews
0	0	다른구장도 아니고 대전 홈구장에서 선수가 억울해 하는데    머하고 계시나요?참나 어이가 없네 최감독님을 선수들이 어찌 생각 할까요?  그리고  다른팀 감독님들하고 다르게  멀 그리 적는대 열중하시던데   멀적으시는지   한화팬들에게 적은노트 공개좀 해 주세요 진짜 진짜 궁금합니다 일분일초를 다투는 경기중에 선수및 코지 다독거리고 챙기시기도 바빠야 하는거 아녀요 ?  그시간에 야구논문쓰시나요? 야구박사 될려구요?   참나 진짜 어이가 없네 오늘 이용규선수 항의때 남에일보듯 먼산보구 있는 최감독    참 어이가 없네 당신 한화 이글스 감독맞나요?이용규선수지휘하는 감독 맞나요?
1	0	SK 9위이고 한화이글스가 10위 꼴지인 이유!!!한화이글스는 SK에 승수자판기에 SK에 밥이거든요.....  SK와 1.5경기 차이에서 2연전 모두 패하고 3.5경기 차이로 벌어짐... SK 만나면 선발투수도 타자도 수비도 아주 오유월 강아지 떨듯이 벌벌떨다 선발투수는 정신없이 털리고 야수는 수비실책 하느라 바쁘고 타자들은 타석에서 조급증으로  초구, 2구에 붕붕 땅볼아웃, 삼진아웃... 데이터 참조 야구이론박사 최원호감독대행의 시즌타율 0.221, vs SK 타율 0.125 오선진 대타기용!!SK투수 박종훈 만나면 덜덜떠는 타자넘들과 박종훈에게 15연패 무승...SK와 경기하면 호구되는 한화이글스 SK와 경기에서 못이기니 당연히 10위 꼴지인것 입니다.9월10일 SK 5 vs 1 한화(패) 경기내용 SK 9안타, 1홈런, 1도루, 5삼진, 4볼넷, 1사구, 0병살, 0실책, <=> 한화 5안타, 0홈런, 0도루, 9삼진, 3볼넷, 1사구, 2병살, 0실책SK 선발투수 박종훈 7이닝 1실점,  불팬 김태훈 1이닝 0실점, 서진웅 1이닝 0실점, 총3명 등판한화 선발투수 서폴드 5.1이닝 5실점, 1홈런, 불팬 윤대경 0.2이닝 0실점, 김진영 1이닝 0실점, 장민재 1이닝 0실점, 안영명 1이닝 0실점, 총 5명 등판9월11일 SK 4 vs 3 한화(패) 경기내용  SK 8안타, 0홈런, 0도루, 5삼진, 2볼넷 0병살, 2실책, <=> 한화 5안타, 0홈런, 0도루, 11삼진, 4볼넷, 2병살, 2실책SK 선발투수: 문승원 6이닝 1실점, 불팬: 박민호 1이닝 0실점, 김태훈 0.2이닝 2실점, 서진용 1.1이닝 0실점  총 4명한화 선발투수: 장시환 6.2이닝 4실점, 3자책 QS(퀄리티 스타트) 불팬: 박상원1.1이닝 0실점, 강재민 1이닝 0실점 총3명6회말 최항, 최정 실책으로 2사만루 하주석 허흑삼진아웃 이닝종료.... 실책하고 투수맨탈 털리고 있는데 줘도 못먹고 무득점 이러니 꼴지 한화이글스...8회말 이용규 볼넷으로 무사1루에 노수광 타율 0.268 타석에  오선진 타율 0.221인데 대타을 내더니 병살타로 2아웃 노시환, 반즈 연속안타 주자1,2루 폭투로 주자 2,3루 5번타자 하주석 볼넷으로 2사 만루에 송광민 안타로 2타점, 2득점.... 대타 오선진 병살타만 아니었어도 동점이였음....그냥 노수광 놔뒀으면 볼넷출루도 가능한 상황이고 땅볼을 쳐도 노수광 발이 빨라서 병살타는 안되었을텐데...타격에 뭐하나 장점없는 그냥 내야멀티 대수비 선수 오선진 타율 0.221을 대타라고 내더니 무사 1루에 병살타....  노수광 시즌타율 0.268, vs SK 타율 0.417이고 오선진 시즌타율 0.221, vs SK 타율 0.125인데...  참 최원호감대 뭔 데이터을 본다는 건지 이해가 안됨!! 최원호감대 데이터가 아니라 좌투수에 우타자 그냥 좌우놀이 대타기용 아닌가?9회말  나참 박상언 애는 왜 1군에 있는거냐? 초구 땅바닥에 꽂치는 공에 헛스윙,2구 가운데 공은 멀뚱멀뚱 쳐다보고, 3구 떨공에 헛스윙..ㅋㅋ 삼구삼진 아웃!! 
2	0	이용규 말도 안되는 헛스윙콜 나오면 감독이 나와서 항의라도 해봐야 되는거 아니냐?롯데감독은 항의하다 퇴장당해서 역전승하던대 우리 감독대행은 관중이네 관중!홈경기인데 뭐하냐 진짜?!
3	0	성공하는 걸 한번도 못봄맨날삼진 아니면 병살대타 대타 대타 아웃 아웃 아웃작전좀 하지마!!!!그냥 가만히 좀 있어
4	0	허경민선수얼마를 주더라도 무조건 잡아라 허경민 이제만 30살이다 오재일선수86년생이고 이만한 1루수자원없다 꼭영입해야되고.최주한 선수도대려와야하고 양현종도대려오고 재발데려와  너네들이 사람이라면 한화 노장 선수 다 짜르고 fa영입하고 신인들로 팀구성하자 제발 너네들이 팬들의 생각을 조금이라도 듣는다면 제발영입좀 해자 제발 너내들 하는 야구  우리가 대려와도  야구다운 야구를해야겠지
5	0	장시환 예전모습을 돌아왔고...... 볼질시작... 폭투시작노시환 실책..... 야수들 실책 퍼레이드타자들은 여전히 타격 더럽게 못하고.... 반즈 애는 진심타격 더럽게 못한다... 외국인타자는 타격이 아니라 외야수&1루수, 수비용 으로 영입했냐?한결같이 야구 더럽게 못하는 한화이글스...ㅉㅉ 최원호감대 노시환 실책하는것 보고 왜 고개는 꺼떡꺼떡 거리는거냐? 노시환 실책할줄 알아서? 떨공삼진 최진행이 지명타자 아님 이성열 지명타자......ㅋㅋㅋㅋㅋ 차라리 노태형 지명타자로 써라...ㅉㅉ
6	0	박종훈 상대로 15연패째...선수고, 감대고 간에 이기는 방법을 알아도 안하는데 무슨 재주로 이길까??맨날 꼴찌만 하는 놈들이 자존심은 있고, 야구매너는 지키고??올해초에 박종훈 상대로 크게 점수 낸적이 있었다... 물론 동점을 허용해서 이기긴 했지만박종훈이 패배는 모면했었지...그때 한화 선수들이 했던 건...주자가 1루만 나가면 바로 도루 작전이었다....박종훈이는 모션이 커서 루상에 주자만 나가면 2루까지는 자동문인데... 도루 실패해도 계속 뛰면상대적으로 내 약점을 간파하고 있다는 생각때문에 원할한 컨디션으로 공을 던지질 못한다...예전에 이런식으로 박종훈이 무너뜨리고 단 한번도 그방법을 안쓰네??왜 주자만 나가면 2루로 도루하는게 얍삽해 보이고, 조악해 보여서 싫더냐??꼴찌 주제에??승부의 세계에서 치열하지 못한 놈들은 이미 선수로서의 자격이 없는거다...그냥 다들 짐싸서 대덕 산업단지 가서 용접이나 해라... 키큰 놈은 도배, 손재주 좋은 놈은 목수일이나 해...그게 니들이 갈 길이다...괜히 야구판에서 팬들 빡돌게 하지 말고...
7	0	박종훈이 선발이라고쌩뚱맞은 라인업 가동하더니 개처발라고그냥 순리대로 승리했던 좋은기억을 가진 라인업 가동하면돨껄 평소 하지도 않은 라인업 가동하다 대폭망그리고 대타 작전은 성공하는걸 한번도 본적없는데 경기후반이 의미없는 대타대타대타 !아웃 아웃 아웃
8	0	최원준이 재영수 만나서 잘하는거라던데 함덕주도 그렇고 우리가 두산으로 그렇게 허망하게 보내지만 않았으면배영수 코치시켰으면 좋았을텐데확실히 선수생화을 오래해서 그런가 전해줄 노하우가많나보내우리는 코치가 생각해보니 음음 정우람 선수도 코치시키면 잘할려나어쨋든 내년에 외국인감독 사단 데려올모양이니 그거에가대를해야겠네
9	0	나라도 임시감독에 잘 보일 라 할거없을꺼같고  내년재계약도 어차피 안댈꺼구남은기간 몸사리며 대충 연습피칭하듯 투구 할꺼가타요이럴꺼뻔히 다 보이는데   우리 신인투수들에게 경험 주는게 좋을거 가타요설렁설렁 아휴   큰돈주고 데려온 용병인데 활용을 10%쯤 하는거가타  화딱지가 나네요누구말들을까요 서폴드가  어디 동네 놀이터 나온거 가타요  최선을다한 투구며 선수 약점 연구는 하고 나와 투구하는건지  원 한화 스카우터 어디서 저런 인성을 가춘 투수를 그러케 큰돈을주고 데려왔는지  화딱지가 나서 원 분하네요 던지는거바요 150넘는 투구  한번이 없네요   설렁 설렁 강건너 불구경 하듯 한 투구 누가정신교육을저따위로 시켜놨는지   다른팀 외국인용병들은  몸안아끼고 최선을다 하던데   한화팀에선 외국인용병들에게 쩔쩔 매나바요 전에 한용덕감독도 용병들한테 쩔쩔매던대  감독도그러는데 누가 용병들 정신교육좀 처음부터 팀을위해 매 경기 최선을다하고 팀을위해 희생적인 인성을 가지게 만들을수 있는건 가요?   진짜 궁금하네요
10	0	정말 어렵게 2승 했으면 그 라인업 흔들지 말고 그대로 해야지.박종훈 나왔다고 좌타라인으로 짜서 폭망하냐?    감독 자리 앉으니 뭔가 보여주고 싶지....  감독깜도 안되는 정민철 허수아비면 그냥가만히 잇어촐랑대지 말고... 오늘 박종훈 깝치는 것 보니 열받더라... 그렇게 당하고도 또 오늘 같은 굴욕을 당하니?  데이터는 보는 거니? 박종훈이 나왔으니 2연승했을때 라인업 개무시하고 온통 좌타라인으로  바꾸는게  박종훈 연승 막는 승부수냐? 지나가는 개가 웃겠다.그리고 멋있게 보이려고 메모는 한다만...도대체 뭘 적는거니? 빨리 100패 신기록 세우고 내년에 보지 말자...
11	0	"연승 분위기에 대량실점에  팀 분위기 망치는 외국인 1선발 이라는 넘이 서폴드 최원호감대 외야수는 이용규, 노수광,외 임종찬 or 최인호 돌아가면서 시즌남은경기 주전기회주고 박고 키워라...그리고 한화이글스 야수중에 특정투수에 강한타자가 있기는 하냐?  박종훈 공략위해 좌타라인......ㅋㅋㅋㅋㅋㅋ한화이글스 타자중에 10홈런 타자가 한명 있냐? 3할타자가 한명 이라도 있냐?2할7푼~8푼 타자가 이용규 , 하주석, 정진호 세명이고.... 2할6푼~5푼 노수광, 최재훈 임종찬 세명 나머지 2할4푼 강경학, 노태영 이고...2할3푼대 최진행, 이해창.... 2할2푼대~ 2할1푼대  반즈, 노시환, 송광민, 이성열, 오선진, 박상언...ㅋㅋㅋㅋ외국인타자 반즈 142타석, 28안타, 7개 2루타, 3홈런, 14볼넷, 4 사구, 40삼진, 3병살, 타율 0.228, 장타 0.358, ops 0.682.. 40개 삼진아웃..ㅋㅋ			호잉 교체로 영입한 외국인타자 반즈 이넘은 뜬금포도 없음....ㅋㅋㅋㅋ 떨공에 헛스윙 삼진아웃 당하며 아웃카운트 하나만 늘리는 외국인타자...ㅋㅋㅋㅋ 최원호감대는 이런 타자들 가지고 뭔 좌타라인, 우타라인 운영한다고 인터뷰 하고  있으니...ㅉㅉㅉ 한심하다.어자피 10위 꼴지로 마무리될 2020시즌 잔여경기 젊은선수 박고 키워라....그리고 외국인 1선발 서폴드  평균자책점 5.44 이런 넘은 남은경기 패전조 불팬 돌리고 차라리 김진욱, 김이환에게 선발기회나 주거라...ㅉㅉㅉ올시즌 끝나면 외국인 3총사 서폴드, 반즈는  당연히 교체되어야 하고  채드벨도 교체 고려해야함...."
12	0	Sk박종훈이한테 몇번 연속 털리는거냐 S좆 챙피하지 않나그냥 라인업을 삼성전처럼 짜지그렇게 해서 좋은 결과 나왔으면괜히 좌타자 라인업들고나와가지고 개털리네 챙피하다 챙피해9위 안할려는 큰그림이면 뭐 할말은 없다만 봉두야 내년 재계약은 물건너간것같다 후반기에 왜이리털리노
13	0	한화가 외인 감독 알아보고 있다는 뉴스를 봤는데이건 잘 생각한거 같음요즘 경기들을 보면 투수진은 그럭저럭 돌아가고 있음오히려 외인투수 둘이 문제지토종투수들은 나름 선방중임하지만 야수진은 질이나 양 둘다 매우 갑갑한 상황임특히 내야는 노시환, 정은원 빼고는 마땅한 유망주도 없는 상황이고둘다 군입대도 고려해야 함그런 면에서 정우람 트레이드 못한거 실수라고 생각하지만이미 지난 일이니 어쩔수 없는거고중요한건 겨울에 쓸만한 야수 fa 두명 정도는 영입해야 한다는거임어린 선수들 무작정 기회만 준다고 리빌딩이 아님물론 코치도 중요하지만어린 선수들이 보고 배울수 있고 팀의 중심을 잡아줄 리더십은 반드시 필요함한화에 이런 야수 있음?다들 지들 앞가림도 못하는 놈들인데누가 누구에게 멘토를 해줌?용병 3명 새로 뽑고야수 fa 영입하는데지금부터 역량을 집중해야
14	0	최악의 단장....뮤능한 정민철.....이 정민철 그의 똘만이 촤원호대행 앉히고 지 멋대로 하는  구나.......용딕이보다 더 개판인 최원호..........이런 무는ㅇ한 자 붙들고 지 살자고 하는 최악의 뮤능 정민철......이러한 무능한 밥벌어지 떨거지들 빨리 퇴출해야 총청약 살아난다.....이런 밥버러지 츙청야구  발전에 기여 못하는 정민철은 당장 저 무능한 최원화 델뀨 당장 꺼져라.....어찌 프로이면서 자신의, 성적에 책임도 지지않는 정민철은 당장 책임지고 물러나라....너 같은 계획없이 무대뽀로 구단 운영해가는 자는 필요없다.무능의 결과가 지금껏 쭉...........정민철 책임지고 물러나라....이런 최악의 자신의 결과에 챡임도 지지않는 무능 정민철.............그동안 마이 받아 처 묵었다........이제 니 역할은 여기까지.......정민철.......니 꼬봉 최언호 델꾸 빨리 꺼지는게 정답이다........이런 무능한 넘들........당장 물러나라.......
15	1	니네 마무리 개털리네 그러니 어떻게서라도 정우람 데려갔어야 이 중요한 시기에 마무리가 3실점이노 우람이 생각 많이나겠다 그냥 그렇다구!
16	1	경기날리고 덕아웃에서 펑펑 울면서 해창이한테 위로받던게 엊그제 같은데수훈선수 인터뷰를 이렇게 웃으면서 하는 날이 오다니 정말 기쁘다!앞으로 더 비상하자!
17	1	일부러 무승부 한 걸로 생각해야갰네요100패는 피하면서 어설픈 9위 하느니 10위해서 신인이나 잘뽑으려는 고도의 전략 같다는 어쨋든 3연전 경기력이 나쁘지 않다 리빌딩 잘해봅시다!
18	1	하도 신인들을 마니키우고 있으니 20인 자리 부족할것 샅네여 ㅋ이런고민을 하다니 일단 왠만한 신인들은 보호하고노망주들 풀었으면 하는데 은근히 노장들 플어버리면 쉬울것 같은데 또 현장에서는 그렇게ㅡ안하겠죠?Fa잡을지안잡을지도 모르는데 ㅋ 이런생각을
19	1	기분이 좋네 임종찬이나 최인호나 김진욱이나꾸준히 기회주고 키워봤으면 어쨋든 리빌딩은 되어가는 것 같아 좋다!경기운용만 가끔이해안가게하는것 빼고
20	1	둘다 덕아웃 분위기메이커인데내년에는 못보겠죠?좀만 더 잘해보자!봉두야 빤쯔야둘의 개그센스를 내년에도보고픈데 아쉽다
21	1	주축선수가 빠졌는데도 이겨서 기쁘다고 했다던데 내가 볼땐 그 셋이 빠져서 이긴것 같다!고인물들좀 걷어내고 리빌딩좀 합시다 그리고 오늘 이해창보니까 잘하는데 최재훈대신 자주좀 기용합시다!,
22	1	몸에 맞는 볼 팔꿈치로 볼이 오는데도안피하고 보호대 없이 맞는 모습이 찐 멋졌다그 이후에 2점 나고오늘만큼은 진행이의 날이다 멋지다이길려는 의지가 보였다
23	1	4대3 이기고 있을때 강재민을 한템포 더 일찍 넣어서 리드시 7회를 막았으면  상대는 8회에 뷰캐넌을 내야되나 말아야 되나 고민할꺼고 지고있는상황이니 뷰캐넌 내렸을텐데 뷰캐논을 좀 더 일찍 강판시켜쓰으면 삼성불펜을 일찍 끌어냈으면더블헤던데 2차전대비하기도 좋거 상대는 필승조 대신 좀 떨어지는 불펜을 냈을테고 그러면 추가득점 냈을꺼고선수 수준이 별로면 코치진이 머리라도 써야 하는데 그냥 참 생각없이 경기한다 진짜아니 그런 생각을 못하나 하긴그런생각을 하면 이렇게못하지는않겠지그리고 언제까지 김종수 필승조로 둘꺼임 요새 폼떨어져서 못막는거 한두번본게 아닌데  뭐 병맛투수교체 한두번본게 아니니까참 동점 상황에 정우람 더블헤더는 연장도 없는데 ㅋㅋ그냥 100패는 안하겠다는거네 더블헤던데 다음경기는 생각안하냐?진짜 조류답다 딱 조류 수준이다
24	1	대한민국에서 가장 야구 못하는 구단이.다른사람 눈치 볼 것 있습니까?야구 못하는데 팬한데 안 미안합니까?얼른 윤영삼 선수 데려오세요.조금이라도 팀이 나아질 방법이 있다면 그걸 택해야지요.남의 아들 두들겨패서 야구 못하게 한 놈도 잘도 야구하는데,내용은 모르지만 30경기 출장정지면 아주 미약한 정도인거같은데,구단이미지가 더러워질거같아서 고심하는건가요? 야구 못하는 이미지는 괜찮습니까?당장 영입 발표 해 주세요.
25	1	그냥 어이없는 웃음만.....송광민이 뭔 도움이 된다고 연장전 10초 2사 만루에 대타?...ㅉㅉㅉ2군에 있어도 하나도 이상하지 않은 송광민 인데...
26	1	역시 오늘도 한화이글스팀 야구답게 수비실책에 최악의 프로야구경기 시전하고....타자들 타격은 여전히 개판이고... 수비도 개판이고....하주석 타격은 = 제2의 송광민 모습도대체 정진호, 최진행, 이성열은 왜 쓰고있는건지....정진호, 최진행 외야수 주전기용 할거면 차라리 시즌잔여경기에 최인호 임종찬 외야수 주전박고 기회나줘라...아직까지 김문호, 양성우 그냥 붙잡고 있고 뼈를깍는 각오로 영입한 반즈는 제2의 우타자 호잉 이고 이런 한화구단에게 뭘 바라겠냐만....이런 청룡기고교야구보다 더욱 수준떨어지는 경기을 보고있는 내가 한심스럽다...한화그룹에서 하루빨리 한화구단 해체 기자회견 아님 한화구단 매각 기사라도 나왔음 좋겠다.
27	1	저는 올해 끝나고 fa영입을 해야한다고생각합니다. 솔직히 말하면 저는 한화 골수팬이면서 저희 집이 전부 한화이글스의 팬층입니다 진짜 솔직히 이야기하면 저희 팀내야 외야수중 정상인 선수은 그나마 이용규선수라고 생각하고 지금 한참 성장중인 김민우 선수피칭 보고 지내고 있습니다.솔직히 리빌딩도 리빌딩이지만 올해끝나고 대형fa 선수들이굉장히많이 나오게뙵니다 허경민.정수빈.이용찬,최주환,양현종,오재일,유희관,차우찬 등 괜찮은 선수가 많습니다 이정도 선수들이면 최소3년은 우리팀을 이끌어 줄수있는 팀입니다 리빌딩도 팀이 최소환 돌아가야하는것이라고 생각합니다 fa보강 해서 제발 팀다운 야구를 하는것을 봤으면 좋겠습니다다른 팬분 의견도 굉장히 궁금하니까 이글 보시면 댓글에 의견 달아주시면 감사하겠습니다
28	0	팀이 10년만에 가을야구 유력한데 찬물 끼얹은 송광민fa 계약하고 시즌 시작 직전에 불참 선언한 이용규선수단 관리 실패한 한용덕정상적인 팀이라면 송광민하고 fa 계약하지 않았을거고이용규는 계약파기하고 방출한용덕은 선수단 관리 책임 물어서 19시즌 끝나고 경질했을거임그런데 송광민은 아직도 한화에서 뛰고 있고심지어 이용규는 선수단 주장임이래가지고 팀 규율이 제대로 서고 원팀이 될 수 있겠음?지금이라도 당신들이 진짜 프로라면의리니 뭐니 이딴 멍멍이 소리 하지말고송광민, 이용규는 시즌후 방출시키고김태균은 은퇴 권유하고 버팅기면 연봉 1억으로 깎아라지금 봐서는 그것도 아깝지만그거 받고라도 명예회복하겠다는 독기 없으면 없는게 이득이다제발 프로면 프로답게 좀 구단 운영하자언제까지 인정이 어쩌고, 의리가 어쩌고이런 학생야구 마인드로 팀 개혁하는 시늉만 할거임? ㅉ
29	0	"김태균(38) 1년 계약금 5억원 연봉 5억원 총액 10억원 (올시즌 계약만료)2020시즌 254타석,14득점, 48안타, 11개 2루타, 2홈런, 29타점, 30볼넷, 2사구, 3고의사구, 42삼진, 8병살타, 타율 0.219,ops 0.613, war -0.52육성군 내려가서 뭐하는지도 모르는 한화이글스 지역 1차 지명 레젼드 베테랑선수...	송광민(37)  2년  계약금 3억원, 연봉 2억5천만원, 옵션 4억원 등 2년 최대 16억원 (올시즌 계약만료)2020시즌 174타석,15득점, 35안타, 8개 2루타, 5홈런, 1 8타점, 6볼넷, 37삼진, 2사구, 13병살타, 타율 0.215, ops 0.604, war -0.37선구안 전혀없고 올시즌 타격도 안되고 수비도 안되는 그냥 야구하기 싫은모습에 ... 팀에 민페수준의 한화이글스 지명 베테랑선수이성열(36) 2년 계약금 3억 연봉 4억 옵션 2억등 2년 최대 14억원 (1년후 계약만료)2020시즌 175타석, 16득점, 33안타,	4개 2루타, 5홈런, 26타점,	1도루, 1도실, 9볼넷,	3사구, 44삼진, 3병살타, 타율 0.202, ops 0.576, war -0.92팀베팅 전혀없음, 수비안함, 탐욕스윙 높은공, 떨어지는공 할것없이 붕붕삼진 머신.. 볼넷이 9개 입니다...ㅋㅋ 팀에 도움전혀 안됨 민폐수준 베테랑 중심타자최진행(35) 1+1년  연봉 2억원, 첫해 인센티브 1억원 등 최대 5억원 (올시즌 계약만료)2020시즌 1 86타석, 1 8득점, 39안타, 5개 2루타, 7홈런, 22타점,16볼넷, 3사구, 45삼진, 8병살, 타율 0.238, ops 0.708, war 0.10수비안함, 변함없이 떨공 삼진아웃, 팀승리에 도움 안되는 대타또는 중심타선의 지명타자 한화이글스 지명 베테랑 선수안영명(36) 2년 계약금 2억원 연봉 3억5천만원 옵션 1억5천만원 총액 12억원 (올시즌 계약만료)21출장, 22.2이닝, 1승, 1패, 35안타, 7개 2루타, 5홈런, 9볼넷, 2사구, 21삼진, ERA 8.34, war -0.38올시즌 ERA 8.34 패전조로 최소등판 불팬으로 팀에 도움안되는 한화이글스 지명 베테랑 투수윤규진(36) 1+1년 연봉 2억3000만원 옵션 총액 1억원  총액 최대 5억원(1+1년 이라 올시즌 계약만료 가능)2출장, 3.2이닝,	5실점, 3자책, 19타자, 7안타, 1홈런, 1볼넷, 4삼진, ERA 7.36, war -0.10	올시즌 1군 2번출장 ERA 7.36 기록후 2군 내려감.... 현제 뭐하는지도 알수없음.....팀에 전혀도움 안되는 한화이글스 지명 베테랑 투수...ㅋㅋ 한화이글스 지명 입단한 한화이글스 원년 베테랑 야수 김태균, 송광민, 최진행 타율 2할초반 war은 최진행 0.10 이고 김태균, 송광민 마이너스..ㅋㅋㅋ트레이드로 한화이글스 중심타자로 활약하던 이성열 타율 2할대초,초반 war 당연히 마이너스한화이글스 지명 입단한 한화이글스 원년 투수 안영명, 윤규진 ERA 7~8점대  war 당연히 둘다 마이너스....ㅋㅋㅋㅋ위 베테랑 선수들 연봉만 1년 24억 3천만원 이런데도 올시즌 끝나면 또 계약할건가 한화구단 멍청한 단장과 프런트?!!!올시즌 끝나면 한화그룹과 한화구단은 제발 강력한 칼바람 날려주시길 바란다...한화이글스 베테랑 선수들 은퇴 또는 모두 풀어주고 계약끝내주시고... 30대 1군에 올라오지도 못하고 서산 2군에서 죽치고 있는 선수들 방출 좀 합시다.한화구단은 올시즌 끝나고 한화이글스 수비실책많은 야수, 타율 2할초반에 타자들 연봉 대량 삭감하길 바랍니다..... 그리고 제발 외국인 투수, 타자 영입 좀 잘하세요....한화그룹은 올시즌 끝나고 한화구단 스카우터, 프런트, 감독, 코칭스탭  싹다 물갈이 좀 합시다.  "
30	0	진짜 노장선수들 팀에 도움되는게 무엇이지내년에 배태랑들 재 계약할건지 참 궁금하다 다른팀배태랑들은 홈런도 잘치고 적시타도 잘 치더만우리는 행복수비에 흐름 끊는 삼진에 정말주구장창 기용하는 감독이나 진짜
31	0	1군 수비코치가 누구인가? 1군 수비코치는 먹고 놀며 월급챙기고 있는가?선수 BQ와 야구센스 타격은 훈련으로 극복하기 어렵다고 해도.... 수비는 훈련으로 극복되는것 아닌가?노시환 이런 어린선수 수비훈련  안시키는가? 임종찬 송구훈련 안시키는가?한화이글스 1군 코치들은 뭐하는 인간들 인가? 그냥 시간 때우며 구단 돈 충내는 식충들인가?노시환 3루 수비훈련 입에 거품 나오도록 빡세게 시켜라.... 임종찬 송구훈련 입에 거품나도록 빡세게 키켜라....어린선수들 송구, 수비훈련 입에 거품나도록 빡세게 시켜라..... 정기훈, 노태형, 노시환, 최인호, 임종찬 등등....1군에 어린선수들 덕아웃에서 박수치려고 올리것은 아니지않은가?  앞으로 성장시켜야할 어린선수들 1군에서도 훈련 빡세게 시켜라... 수비훈련으로 눈이풀릴 정도로 빡세게 굴려라....
